symbol,fiscalDateEnding,reportType,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
JNJ,2014-06-30,quarterly,USD,135200000000,60119000000,14236000000,31624000000,8155000000,None,75081000000,16155000000,20792000000,49111000000,27122000000,21989000000,None,None,17388000000,8083000000,6435000000,57152000000,24359000000,6193000000,None,None,3819000000,32793000000,None,13303000000,None,13303000000,17122000000,13292000000,7373000000,78048000000,15810000000,93745000000,3120000000,2826400000
JNJ,2014-03-31,quarterly,USD,133330000000,57369000000,19722000000,29392000000,8009000000,None,75961000000,15996000000,20252000000,49821000000,27643000000,22178000000,None,None,9670000000,7852000000,6459000000,56748000000,23840000000,6113000000,None,None,3949000000,32908000000,None,13343000000,None,13343000000,17292000000,12916000000,7271000000,76582000000,15280000000,91387000000,3120000000,2826800000
JNJ,2013-12-31,quarterly,USD,132683000000,56407000000,20927000000,29206000000,7878000000,None,76276000000,16710000000,20423000000,50745000000,27947000000,22798000000,None,None,8279000000,7610000000,4949000000,58630000000,25675000000,6266000000,None,4900000000,4852000000,32955000000,None,15097000000,1769000000,13328000000,18180000000,13787000000,7854000000,74053000000,15700000000,89493000000,3120000000,2820000000
JNJ,2013-09-30,quarterly,USD,126933000000,52176000000,17204000000,25228000000,8124000000,None,74757000000,16127000000,20305000000,51319000000,28467000000,22852000000,None,None,8024000000,6797000000,2715000000,57129000000,25835000000,6055000000,None,None,5359000000,31294000000,None,9748000000,None,9748000000,15107000000,12710000000,8895000000,69804000000,15673000000,87703000000,3120000000,2818400000
JNJ,2013-06-30,quarterly,USD,124325000000,51273000000,17307000000,25129000000,7822000000,None,73052000000,15794000000,19607000000,50041000000,27704000000,22337000000,None,None,7822000000,6708000000,2477000000,54660000000,23767000000,5687000000,None,None,5339000000,30893000000,None,9643000000,None,9643000000,14982000000,11785000000,8569000000,69665000000,16094000000,89449000000,3120000000,2809700000
JNJ,2013-03-31,quarterly,USD,121536000000,47228000000,14855000000,21668000000,7691000000,None,74308000000,15721000000,18974000000,50358000000,28009000000,22349000000,None,None,6813000000,6354000000,3723000000,54681000000,22524000000,5372000000,None,None,4529000000,32157000000,None,11363000000,None,11363000000,15892000000,11445000000,8197000000,66855000000,16818000000,87242000000,3120000000,2790200000
JNJ,2012-12-31,quarterly,USD,121347000000,46116000000,14911000000,21089000000,7495000000,None,75231000000,16097000000,18557000000,51176000000,28752000000,22424000000,None,None,6178000000,6223000000,3417000000,56521000000,24262000000,5831000000,None,4700000000,4676000000,32259000000,None,13001000000,1512000000,11489000000,16165000000,12691000000,8552000000,64826000000,18476000000,85992000000,3120000000,2771900000
JNJ,2012-09-30,quarterly,USD,118951000000,44791000000,15486000000,19771000000,7809000000,None,74160000000,15845000000,18237000000,50567000000,28790000000,21777000000,None,None,4285000000,6036000000,3521000000,55190000000,23935000000,5344000000,None,None,5423000000,31255000000,None,11428000000,None,11428000000,16851000000,11666000000,9207000000,63761000000,19314000000,84880000000,3120000000,2757400000
JNJ,2012-06-30,quarterly,USD,115750000000,41615000000,14042000000,14042000000,7697000000,None,74135000000,15622000000,17675000000,50611000000,29199000000,21412000000,None,None,2873000000,6011000000,3891000000,55316000000,23848000000,5145000000,None,None,6040000000,31468000000,None,11525000000,None,11525000000,17565000000,11404000000,9487000000,60434000000,20012000000,83530000000,3120000000,2747400000
JNJ,2012-03-31,quarterly,USD,116194000000,57007000000,30267000000,30267000000,6800000000,None,59187000000,14824000000,17726000000,34496000000,18157000000,16339000000,None,None,3580000000,5378000000,3956000000,54828000000,21198000000,5085000000,None,None,6439000000,33630000000,None,13010000000,None,13010000000,19449000000,8760000000,10538000000,61366000000,20317000000,83103000000,3120000000,2736900000
JNJ,2011-12-31,quarterly,USD,113644000000,54316000000,24542000000,32261000000,6285000000,None,48265000000,14739000000,17090000000,34276000000,18138000000,16138000000,None,None,7719000000,5189000000,3773000000,56564000000,22811000000,5725000000,None,6700000000,6658000000,33753000000,None,12969000000,42000000,12969000000,19627000000,9574000000,10631000000,57080000000,21659000000,81251000000,3120000000,2728500000
JNJ,2011-09-30,quarterly,USD,111821000000,53443000000,15617000000,15617000000,6428000000,None,58378000000,14635000000,17101000000,34274000000,18225000000,16049000000,None,None,15310000000,5536000000,3905000000,50294000000,21686000000,5730000000,None,None,5326000000,28608000000,None,13031000000,None,13031000000,18357000000,9294000000,7473000000,61527000000,21159000000,82634000000,3120000000,2737000000
JNJ,2011-06-30,quarterly,USD,112114000000,52673000000,14974000000,14974000000,6413000000,None,59441000000,14974000000,17461000000,34621000000,18378000000,16243000000,None,None,14708000000,5596000000,4193000000,49982000000,20985000000,5689000000,None,None,5046000000,28997000000,None,13680000000,None,13680000000,18726000000,9442000000,7227000000,62132000000,20632000000,80836000000,3120000000,2740500000
JNJ,2011-03-31,quarterly,USD,108150000000,49221000000,22356000000,22356000000,6200000000,None,58929000000,15084000000,16721000000,34813000000,18687000000,16126000000,None,None,4511000000,5293000000,3705000000,48287000000,24011000000,5701000000,None,None,8575000000,24276000000,None,9255000000,None,9255000000,17830000000,8728000000,7001000000,59863000000,20752000000,79515000000,3120000000,2738400000
JNJ,2010-12-31,quarterly,USD,102908000000,47307000000,19355000000,27658000000,5378000000,None,45848000000,14553000000,15873000000,32010000000,16716000000,15294000000,None,None,8303000000,4497000000,3942000000,46329000000,23072000000,5623000000,None,7600000000,7617000000,23257000000,None,9169000000,13000000,9156000000,16773000000,9254000000,6567000000,56579000000,20783000000,77773000000,3120000000,2743000000
JNJ,2010-09-30,quarterly,USD,98247000000,42717000000,14338000000,14338000000,5409000000,None,55530000000,14360000000,15567000000,32443000000,17068000000,15375000000,None,None,7788000000,4892000000,3552000000,40956000000,17414000000,5477000000,None,None,2843000000,23542000000,None,9182000000,None,9182000000,12025000000,8313000000,6226000000,57291000000,20177000000,77272000000,3120000000,2751600000
JNJ,2010-06-30,quarterly,USD,92300000000,39023000000,12713000000,12713000000,5071000000,None,53277000000,13881000000,14618000000,31087000000,16459000000,14628000000,None,None,6188000000,5422000000,3200000000,39449000000,17164000000,4871000000,None,None,3715000000,22285000000,None,7937000000,None,7937000000,11652000000,7787000000,6359000000,52851000000,19816000000,75252000000,3120000000,2756600000
JNJ,2010-03-31,quarterly,USD,93441000000,38861000000,13743000000,13743000000,5308000000,None,54580000000,14277000000,14686000000,31776000000,16799000000,14977000000,None,None,4267000000,5525000000,3622000000,40527000000,18499000000,5126000000,None,None,4044000000,22028000000,None,8059000000,None,8059000000,12103000000,7956000000,6043000000,52914000000,19553000000,73184000000,3120000000,2755400000
JNJ,2009-12-31,quarterly,USD,94682000000,39541000000,15810000000,19425000000,5180000000,None,45154000000,14759000000,14492000000,31185000000,16323000000,14862000000,None,None,3615000000,5290000000,3690000000,44094000000,21731000000,5541000000,None,None,6318000000,22363000000,None,8257000000,34000000,8223000000,14541000000,9430000000,5947000000,50588000000,19780000000,70306000000,3120000000,2758000000
JNJ,2009-09-30,quarterly,USD,91558000000,35602000000,11856000000,14337000000,5568000000,None,55956000000,14815000000,14637000000,31653000000,16636000000,15017000000,None,19000000,2481000000,5418000000,3581000000,41174000000,19245000000,6419000000,None,None,3341000000,21929000000,None,8259000000,None,8259000000,11600000000,8456000000,5054000000,50384000000,19546000000,69471000000,3120000000,2756300000
JNJ,2009-06-30,quarterly,USD,87438000000,35494000000,11686000000,11686000000,5472000000,None,51944000000,14502000000,13909000000,28872000000,14720000000,14152000000,None,18000000,3030000000,5173000000,2682000000,41191000000,19886000000,5832000000,None,None,5435000000,21305000000,None,8179000000,None,8179000000,13614000000,8109000000,4275000000,46247000000,19800000000,67408000000,3120000000,2756200000
JPM,2023-12-31,annual,USD,3875393000000,628136000000,604551000000,624151000000,-1856346000000,None,92528000000,10663000000,None,58834000000,6200000000,52634000000,625148000000,973946000000,19600000000,824984000000,None,3547515000000,53244000000,None,None,44712000000,44712000000,6800000000,None,391672000000,44712000000,303900000000,436384000000,-161960000000,None,327878000000,116217000000,332901000000,4105000000,2876600000
JPM,2022-12-31,annual,USD,3665743000000,571204000000,540434000000,567234000000,-1647386000000,None,99278000000,27734000000,None,51662000000,2607000000,51662000000,681554000000,1014081000000,26800000000,758264000000,None,3373411000000,53560000000,None,None,44027000000,44027000000,5400000000,None,295899000000,44027000000,223600000000,339926000000,-234858000000,498757000000,292332000000,107336000000,296456000000,4105000000,2934200000
JPM,2021-12-31,annual,USD,3743567000000,749522000000,721134000000,740834000000,-1744961000000,None,96073000000,27070000000,None,50315000000,6376000000,50315000000,1637065000000,1048726000000,19700000000,611300000000,None,3449440000000,61942000000,None,None,53594000000,53594000000,4600000000,None,301001000000,53594000000,226000000000,354595000000,-169172000000,495590000000,294127000000,105415000000,272268000000,4105000000,2944100000
JPM,2020-12-31,annual,USD,3384757000000,535482000000,503209000000,527609000000,-1578413000000,None,94063000000,27109000000,None,49248000000,4180000000,49248000000,1790848000000,388178000000,24400000000,604350000000,None,3105403000000,53509000000,None,None,45208000000,45208000000,3800000000,None,281683000000,45208000000,204800000000,326891000000,-37508000000,497127000000,279354000000,88184000000,236990000000,4105000000,3049400000
JPM,2019-12-31,annual,USD,2686477000000,270695000000,217131000000,263631000000,-1136854000000,None,90426000000,25813000000,None,47823000000,5518000000,47823000000,1513001000000,809342000000,46500000000,1136854000000,None,2426049000000,50609000000,None,None,40920000000,40920000000,2800000000,None,291483000000,40920000000,215500000000,332403000000,-251327000000,475620000000,261330000000,83049000000,223211000000,4105000000,3084000000
JPM,2018-12-31,annual,USD,2622532000000,290781000000,278793000000,278793000000,-1253772000000,None,70305000000,14934000000,None,47471000000,6878000000,47471000000,428036000000,675542000000,359501000000,1199559000000,None,2366017000000,82016000000,None,None,69276000000,69276000000,2300000000,None,282046000000,69276000000,227100000000,351322000000,-184070000000,464663000000,256515000000,60494000000,199202000000,4105000000,3275800000
JPM,2017-12-31,annual,USD,2533600000000,433472000000,431304000000,430121000000,-1847718000000,None,69466000000,14159000000,None,47507000000,6885000000,47507000000,411593000000,575279000000,325321000000,1184676000000,None,2277907000000,75116000000,None,None,51802000000,51802000000,2400000000,None,284099000000,24186000000,236600000000,335901000000,-189383000000,443345000000,255693000000,42595000000,177676000000,4105000000,3425300000
JPM,2016-12-31,annual,USD,2490972000000,392263000000,391154000000,389635000000,-1809551000000,None,71081000000,14131000000,None,48150000000,862000000,47288000000,353137000000,661189000000,308052000000,1140820000000,None,2236782000000,186076000000,None,None,186076000000,34443000000,2800000000,None,297590000000,11738000000,257500000000,483666000000,-190543000000,460911000000,254190000000,28854000000,162440000000,4105000000,3561200000
JPM,2015-12-31,annual,USD,2351698000000,360505000000,361683000000,360505000000,325000000,None,70402000000,14362000000,None,48340000000,1015000000,47325000000,350504000000,823744000000,284162000000,1112282000000,None,2104125000000,170453000000,None,None,170453000000,170453000000,2000000000,None,292502000000,577065000000,255600000000,462955000000,-177638000000,441329000000,247573000000,21691000000,146420000000,4105000000,3663500000
JPM,2014-12-31,annual,USD,2572274000000,512308000000,512308000000,512308000000,7776000000,None,65094000000,15133000000,None,49961000000,2314000000,47647000000,426979000000,743151000000,320013000000,992874000000,None,2340547000000,266372000000,None,None,266372000000,266372000000,1800000000,None,282342000000,692582000000,246200000000,548714000000,-273298000000,468937000000,231727000000,17856000000,129977000000,4105000000,3714800000
JPM,2013-12-31,annual,USD,2414879000000,355822000000,355822000000,355822000000,12981000000,None,63572000000,14891000000,None,50299000000,600000000,48081000000,778912000000,722154000000,308905000000,968158000000,None,2204511000000,271976000000,None,None,246207000000,246207000000,376313000000,None,267889000000,None,239000000000,246207000000,-252339000000,181163000000,211178000000,14847000000,115756000000,4105000000,3756100000
JPM,2012-12-31,annual,USD,2359141000000,175537000000,175537000000,175537000000,5181000000,None,64669000000,14519000000,None,50150000000,1975000000,48175000000,860565000000,711860000000,375045000000,966586000000,None,2155072000000,321145000000,None,None,297563000000,297563000000,2099705000000,None,249024000000,None,218200000000,546587000000,-195240000000,240103000000,204069000000,12002000000,104223000000,4105000000,3804000000
JPM,2011-12-31,annual,USD,2265792000000,144881000000,144881000000,144881000000,3651000000,None,62829000000,14041000000,None,48188000000,600000000,48188000000,834732000000,696111000000,364781000000,903092000000,None,2082219000000,263634000000,None,None,249420000000,249420000000,2030588000000,None,256775000000,None,None,506195000000,-202895000000,235440000000,183573000000,13155000000,88315000000,4105000000,3772700000
JPM,2010-12-31,annual,USD,2117605000000,49240000000,49240000000,49240000000,7135000000,None,62809000000,13355000000,None,48854000000,600000000,48854000000,452688000000,660661000000,316318000000,868829000000,None,1941499000000,308677000000,None,None,298085000000,298085000000,381925000000,None,270653000000,None,None,570988000000,-205693000000,504283000000,176106000000,8160000000,73998000000,4105000000,3910300000
JPM,2009-12-31,annual,USD,2119673000000,89436000000,89436000000,89436000000,6424000000,None,59475000000,11118000000,None,48357000000,20152000000,48357000000,119630000000,601856000000,360365000000,701929000000,None,1958828000000,41794000000,None,None,41794000000,41794000000,1824830000000,None,266318000000,None,None,308112000000,-162696000000,604920000000,160845000000,7196000000,62481000000,4105000000,3942000000
JPM,2008-12-31,annual,USD,2175052000000,87882000000,165034000000,165034000000,8287000000,None,62004000000,10045000000,None,14984000000,14984000000,48027000000,None,None,205909000000,1029202000000,None,2008168000000,37845000000,None,None,None,37845000000,1970323000000,None,270683000000,None,None,486202000000,-187978000000,None,166884000000,9249000000,54013000000,3942000000,3732800000
JPM,2024-09-30,quarterly,USD,4210048000000,446764000000,409160000000,434260000000,-1987569000000,None,95919000000,None,None,55711000000,3000000000,52711000000,604949000000,1247480000000,25100000000,1987569000000,None,3864212000000,60983000000,None,None,50638000000,50638000000,3813574000000,None,410157000000,50638000000,308000000000,50638000000,-364994000000,None,345836000000,129739000000,365966000000,4105000000,2860600000
JPM,2024-06-30,quarterly,USD,4143003000000,540222000000,507419000000,530819000000,706476000000,None,94576000000,None,None,55720000000,3100000000,52620000000,577481000000,1138198000000,23400000000,1068904000000,None,3802451000000,56708000000,None,None,47308000000,47308000000,2440997000000,None,394028000000,47308000000,300500000000,47308000000,1314146000000,None,340552000000,123367000000,356924000000,4105000000,2889800000
JPM,2024-03-31,quarterly,USD,4090727000000,568593000000,541716000000,562116000000,-13842037800000,None,93946000000,None,None,55736000000,3100000000,52636000000,589484000000,1134086000000,20400000000,1058210000000,None,3754090000000,57869000000,None,None,46268000000,46268000000,2496266000000,None,395872000000,46268000000,303100000000,46268000000,1235757000000,None,336637000000,118046000000,342414000000,4105000000,2908300000
JPM,2023-12-31,quarterly,USD,3875393000000,628136000000,604551000000,624151000000,-1856346000000,None,92528000000,10663000000,None,58834000000,6200000000,52634000000,625148000000,973946000000,19600000000,824984000000,None,3547515000000,53244000000,None,None,44712000000,44712000000,6800000000,None,391672000000,44712000000,303900000000,436384000000,-161960000000,None,327878000000,116217000000,332901000000,4105000000,2876600000
JPM,2023-09-30,quarterly,USD,3898333000000,516679000000,488169000000,511369000000,-1779732000000,None,90469000000,29677000000,None,52492000000,12418000000,52492000000,643610000000,1120303000000,23200000000,1779732000000,None,3580962000000,56569000000,None,None,45470000000,45470000000,528287000000,None,362800000000,45470000000,284400000000,408270000000,-337540000000,None,317371000000,113977000000,327044000000,4105000000,2927500000
JPM,2023-06-30,quarterly,USD,3868240000000,500715000000,469523000000,495123000000,-1733114000000,None,90272000000,29493000000,None,52380000000,11858000000,52380000000,636721000000,1184982000000,25600000000,1733114000000,None,3555724000000,49557000000,None,None,41022000000,41022000000,496342000000,None,364111000000,41022000000,285400000000,405133000000,-327956000000,630597000000,312516000000,111640000000,317359000000,4105000000,2943800000
JPM,2023-03-31,quarterly,USD,3744305000000,551500000000,524400000000,546000000000,-1753431000000,None,88137000000,28266000000,None,52144000000,9946000000,52144000000,668018000000,1129693000000,21600000000,1753431000000,None,3441223000000,52887000000,None,None,42241000000,42241000000,317318000000,None,440642000000,42241000000,219300000000,42241000000,-317318000000,542140000000,303082000000,109372000000,306208000000,4105000000,2968500000
JPM,2022-12-31,quarterly,USD,3665743000000,571204000000,540434000000,567234000000,-1647386000000,None,99278000000,27734000000,None,51662000000,2607000000,51662000000,681554000000,1014081000000,26800000000,1647386000000,None,3373411000000,53560000000,None,None,44027000000,44027000000,5400000000,None,295899000000,44027000000,223600000000,339926000000,-344168000000,498757000000,292332000000,107336000000,296456000000,4105000000,2934200000
JPM,2022-09-30,quarterly,USD,3773884000000,647260000000,617087000000,644187000000,-1705380000000,None,86565000000,27199000000,None,51461000000,9345000000,51461000000,715856000000,1032199000000,27100000000,1789872000000,None,3485866000000,59346000000,None,None,47866000000,47866000000,3465480000000,None,201957000000,47866000000,221500000000,47866000000,-347882000000,527686000000,288018000000,107432000000,288776000000,4105000000,2961200000
JPM,2022-06-30,quarterly,USD,3841314000000,673969000000,641860000000,669260000000,-1886356000000,None,85432000000,26770000000,None,50697000000,8663000000,50697000000,1777749000000,1047978000000,27400000000,1805039000000,None,3555171000000,71254000000,None,None,58422000000,58422000000,3544571000000,None,426103000000,58422000000,222100000000,58422000000,-361148000000,511198000000,286143000000,107490000000,282445000000,4105000000,2962200000
JPM,2022-03-31,quarterly,USD,3954687000000,760957000000,723732000000,754532000000,-2018856000000,None,85147000000,26916000000,None,50298000000,8187000000,50298000000,1683470000000,1117352000000,30800000000,1945220000000,None,3668788000000,71126000000,None,None,57586000000,57586000000,378257000000,None,293239000000,57586000000,222500000000,57586000000,-378257000000,517350000000,285899000000,106914000000,277177000000,4105000000,2977000000
JPM,2021-12-31,quarterly,USD,3743567000000,749522000000,721134000000,740834000000,-1802042000000,None,96073000000,27070000000,None,50315000000,6376000000,50315000000,1637065000000,1048726000000,19700000000,1744961000000,None,3449440000000,61942000000,None,None,53594000000,53594000000,4600000000,None,301001000000,53594000000,226000000000,354595000000,-222766000000,495590000000,294127000000,105415000000,272268000000,4105000000,2944100000
JPM,2021-09-30,quarterly,USD,3757576000000,769596000000,738569000000,759869000000,-2665841000000,None,85146000000,26996000000,None,50313000000,6253000000,50313000000,1588697000000,1043125000000,21300000000,1877542000000,None,3467535000000,62211000000,None,None,50393000000,50393000000,3417142000000,None,298465000000,50393000000,221900000000,50393000000,-268604000000,553619000000,290041000000,103498000000,265276000000,4105000000,2999900000
JPM,2021-06-30,quarterly,USD,3684256000000,720934000000,686421000000,705421000000,-2517200000000,None,83712000000,26631000000,None,49256000000,5399000000,49256000000,1794473000000,1023514000000,19000000000,1779859000000,None,3397870000000,103144000000,None,None,51938000000,51938000000,3345932000000,None,427748000000,51938000000,224100000000,51938000000,-297082000000,545596000000,286386000000,98304000000,256983000000,4105000000,3036600000
JPM,2021-03-31,quarterly,USD,3689336000000,722970000000,689972000000,711072000000,551000000,None,84107000000,26926000000,None,49243000000,5345000000,49243000000,1798765000000,1068327000000,21100000000,1506708000000,None,3408622000000,106138000000,None,None,54978000000,54978000000,3353644000000,None,279427000000,54978000000,203700000000,54978000000,-285066000000,583685000000,280714000000,92151000000,248151000000,4105000000,3073500000
JPM,2020-12-31,quarterly,USD,3384757000000,535482000000,503209000000,527609000000,333000000,None,94063000000,27109000000,None,49248000000,4180000000,49248000000,1790848000000,388178000000,24400000000,1401218000000,None,3105403000000,53509000000,None,None,45208000000,45208000000,3800000000,None,187759000000,45208000000,204800000000,326891000000,-232599000000,497127000000,279354000000,88184000000,236990000000,4105000000,3049400000
JPM,2020-09-30,quarterly,USD,3245061000000,493505000000,462822000000,487522000000,197000000,None,82374000000,26672000000,None,47819000000,3775000000,47819000000,1695860000000,389583000000,24700000000,1397713000000,None,2974963000000,51340000000,None,None,41992000000,41992000000,2932971000000,None,181684000000,41992000000,206200000000,41992000000,-234256000000,515851000000,271113000000,88287000000,228014000000,4105000000,3077800000
JPM,2020-06-30,quarterly,USD,3212643000000,500876000000,468529000000,493729000000,189000000,None,82278000000,26301000000,None,47811000000,3858000000,47811000000,1741812000000,485883000000,25200000000,1213521000000,None,2948649000000,55519000000,None,None,48014000000,48014000000,2900635000000,None,186040000000,48014000000,242200000000,48014000000,-230916000000,552893000000,264466000000,88337000000,221732000000,4105000000,3076300000
JPM,2020-03-31,quarterly,USD,3138530000000,373606000000,344034000000,367534000000,253000000,None,81922000000,25882000000,None,47800000000,4067000000,47800000000,1695739000000,399944000000,23500000000,1330244000000,None,2878169000000,62670000000,None,None,51909000000,51909000000,2826260000000,None,203826000000,51909000000,230500000000,51909000000,-253874000000,532867000000,261262000000,88386000000,220226000000,4105000000,3095800000
JPM,2019-12-31,quarterly,USD,2686477000000,270695000000,217131000000,263631000000,238000000,None,90426000000,25813000000,None,47823000000,5518000000,47823000000,1513001000000,809342000000,46500000000,1223214000000,None,2426049000000,50609000000,None,None,40920000000,40920000000,2800000000,None,137118000000,40920000000,215500000000,332403000000,-210407000000,475620000000,261330000000,83049000000,223211000000,4105000000,3084000000
JPM,2019-09-30,quarterly,USD,2764661000000,267168000000,209497000000,256597000000,235000000,None,81095000000,25117000000,None,47818000000,5260000000,47818000000,1495761000000,890126000000,47100000000,1236161000000,None,2500313000000,61029000000,None,None,48893000000,48893000000,2451420000000,None,156858000000,48893000000,224300000000,48893000000,-225063000000,544539000000,264348000000,76299000000,217888000000,4105000000,3198500000
JPM,2019-06-30,quarterly,USD,2727379000000,272890000000,222538000000,268038000000,273000000,None,72142000000,24665000000,None,47477000000,5825000000,47477000000,490803000000,830637000000,45500000000,1327544000000,None,2464164000000,70546000000,None,None,59890000000,59890000000,2404274000000,None,173224000000,59890000000,220800000000,59890000000,-216465000000,490843000000,263215000000,69428000000,212093000000,4105000000,3250600000
JPM,2019-03-31,quarterly,USD,2737188000000,311289000000,259804000000,302604000000,242000000,None,71634000000,24160000000,None,47474000000,6694000000,47474000000,440884000000,800767000000,42800000000,1400046000000,None,2477351000000,88147000000,None,None,71305000000,71305000000,2406046000000,None,182862000000,71305000000,229400000000,71305000000,-216173000000,513872000000,259837000000,64289000000,205437000000,4105000000,3298000000
JPM,2018-12-31,quarterly,USD,2622532000000,290781000000,278793000000,278793000000,240000000,None,70305000000,14934000000,None,47471000000,6878000000,47471000000,428036000000,269653000000,359501000000,1384393000000,None,2366017000000,82016000000,None,None,69276000000,69276000000,2300000000,None,165014000000,32394000000,227100000000,351322000000,-196710000000,464663000000,256515000000,60494000000,199202000000,4105000000,3275800000
JPM,2018-09-30,quarterly,USD,2615183000000,422777000000,419097000000,419097000000,237000000,None,61663000000,14180000000,None,47483000000,7214000000,47483000000,413894000000,231323000000,200030000000,1322546000000,None,2356227000000,82145000000,None,None,64635000000,64635000000,2291592000000,None,171391000000,578301000000,216000000000,64635000000,-209707000000,452062000000,258956000000,54980000000,195180000000,4105000000,3376100000
JPM,2018-06-30,quarterly,USD,2590050000000,410078000000,405180000000,405180000000,239000000,None,61620000000,14132000000,None,47488000000,7047000000,47488000000,399771000000,232940000000,360289000000,1321513000000,None,2332592000000,80353000000,None,None,63918000000,63918000000,2268674000000,None,171161000000,582792000000,223000000000,63918000000,-196984000000,448740000000,257458000000,50829000000,189881000000,4105000000,3415200000
JPM,2018-03-31,quarterly,USD,2609785000000,420717000000,414812000000,414812000000,6254000000,None,61881000000,14382000000,None,47499000000,7034000000,47499000000,411234000000,238128000000,355368000000,1336154000000,None,2353584000000,88023000000,None,None,62667000000,62667000000,2290917000000,None,158121000000,584708000000,225300000000,62667000000,-192295000000,453888000000,256201000000,45954000000,183855000000,4105000000,3458300000
JPM,2017-12-31,quarterly,USD,2533600000000,433472000000,431304000000,430121000000,3704000000,None,69466000000,14159000000,None,47507000000,6885000000,47507000000,411593000000,257699000000,325321000000,1243233000000,None,2277907000000,75116000000,None,None,51802000000,51802000000,2400000000,None,149744000000,43174000000,236600000000,335901000000,-189383000000,443345000000,255693000000,42595000000,177676000000,4105000000,3425300000
JPM,2017-09-30,quarterly,USD,2563074000000,460637000000,459156000000,457804000000,357000000,None,62335000000,14218000000,None,48117000000,808000000,47309000000,423228000000,None,362158000000,1217168000000,None,2304692000000,234188000000,None,None,210473000000,210473000000,2280444000000,None,156959000000,592312000000,244400000000,210473000000,-196764000000,458387000000,258382000000,37985000000,175827000000,4105000000,3534700000
JPM,2017-06-30,quarterly,USD,2563174000000,456373000000,450526000000,449161000000,371000000,None,62333000000,14206000000,None,48127000000,827000000,47300000000,410618000000,None,350558000000,1248491000000,None,2304691000000,228706000000,None,None,204668000000,204668000000,2282484000000,None,164321000000,595930000000,249500000000,204668000000,-189160000000,458594000000,258483000000,33369000000,171488000000,4105000000,3574100000
JPM,2017-03-31,quarterly,USD,2546290000000,472396000000,461886000000,460395000000,418000000,None,62366000000,14227000000,None,48139000000,847000000,47292000000,430222000000,None,346450000000,1205488000000,None,2290427000000,232565000000,None,None,208476000000,208476000000,2275519000000,None,172170000000,222566000000,247600000000,208476000000,-183200000000,472808000000,255863000000,30424000000,166663000000,4105000000,3601700000
JPM,2016-12-31,quarterly,USD,2490972000000,392263000000,391154000000,389635000000,3057000000,None,71081000000,14131000000,None,48150000000,862000000,47288000000,353137000000,297753000000,308052000000,1194723000000,None,2236782000000,186076000000,None,None,186076000000,34443000000,2800000000,None,175706000000,46705000000,257500000000,483666000000,-190543000000,460911000000,254190000000,28854000000,162440000000,4105000000,3561200000
JPM,2016-09-30,quarterly,USD,2521029000000,420540000000,417590000000,417590000000,409000000,None,62397000000,14208000000,None,48189000000,887000000,47302000000,337980000000,None,309258000000,1246420000000,None,2266698000000,188548000000,None,None,188548000000,188548000000,2254440000000,None,185502000000,205228000000,270700000000,188548000000,-190412000000,477909000000,254331000000,27268000000,157870000000,4105000000,3597400000
JPM,2016-06-30,quarterly,USD,2466096000000,365305000000,365305000000,365305000000,352000000,None,62482000000,14262000000,None,48220000000,917000000,47303000000,357056000000,858577000000,302347000000,1215692000000,None,2213673000000,190145000000,None,None,190145000000,190145000000,2196394000000,None,199185000000,203268000000,259100000000,190145000000,-184635000000,461671000000,252423000000,25070000000,153749000000,4105000000,3635800000
JPM,2016-03-31,quarterly,USD,2423808000000,378408000000,378408000000,378408000000,376000000,None,62445000000,14195000000,None,48250000000,940000000,47310000000,355532000000,833319000000,295944000000,1159961000000,None,2173651000000,183755000000,None,None,183755000000,183755000000,2156161000000,None,185955000000,198192000000,255600000000,183755000000,-176934000000,451753000000,250157000000,22289000000,149730000000,4105000000,3669900000
JPM,2015-12-31,quarterly,USD,2351698000000,360505000000,361683000000,360505000000,2047000000,None,70402000000,14362000000,None,48340000000,1015000000,47325000000,350504000000,823744000000,284162000000,1112282000000,None,2104125000000,170453000000,None,None,170453000000,170453000000,2000000000,None,168776000000,577065000000,255600000000,462955000000,-177638000000,441329000000,247573000000,21691000000,146420000000,4105000000,3663500000
JPM,2015-09-30,quarterly,USD,2416635000000,397454000000,397454000000,397454000000,415000000,None,70450000000,14709000000,None,48441000000,1036000000,47405000000,375328000000,795991000000,293040000000,1100608000000,None,2171393000000,211268000000,None,None,211268000000,211268000000,1900000000,None,190207000000,None,261700000000,211268000000,-187986000000,473264000000,245728000000,20541000000,143050000000,4105000000,3694400000
